id,champion1_team1,champion2_team1,champion3_1,champion4_team1,champion5_team1,champion1_team2,champion2_team2,champion3_team2,champion4_team2,champion5_team2,winner
26023,Ezreal,Jayce,Lillia,Senna,Vel'Koz,Jhin,Nasus,Pyke,Viktor,Yone,team2
26024,Jhin,Lux,Rek'Sai,Viktor,Yone,Kled,Morgana,Quinn,Shaco,Yone,team2
26025,Heimerdinger,Jayce,Kayn,Zed,Zyra,Janna,Neeko,Rammus,Teemo,Vayne,team2
26026,Ekko,Kayn,Lux,Nasus,Yasuo,Ashe,Garen,Twisted Fate,Yasuo,Yone,team1
26027,Ahri,Gangplank,Neeko,Tryndamere,Vayne,Akali,Caitlyn,Lulu,Master Yi,Talon,team2
26028,Aatrox,Lucian,Malphite,Syndra,Warwick,Ashe,Ekko,Nautilus,Nunu & Willump,Yone,team2
26029,Kalista,Malphite,Swain,Yasuo,Yone,Corki,Miss Fortune,Sett,Sion,Sona,team2
26030,Janna,Kha'Zix,Teemo,Vayne,Zoe,Rengar,Sion,Sivir,Teemo,Yone,team2
26031,Akali,Jhin,Lee Sin,Senna,Yone,Ezreal,Lux,Vel'Koz,Yasuo,Zoe,team2
26032,Ashe,Kha'Zix,Lux,Morgana,Pantheon,Alistar,Sylas,Vayne,Vladimir,Volibear,team1
26033,Aphelios,Kled,Pantheon,Pyke,Warwick,Kai'Sa,Morgana,Nocturne,Volibear,Zoe,team1
26034,Kai'Sa,Kled,Leona,Vi,Zoe,Elise,Gangplank,Ivern,Kennen,Lillia,team1
26035,Kai'Sa,Sejuani,Teemo,Thresh,Yasuo,Annie,Aphelios,Pyke,Warwick,Yone,team1
26036,Ashe,Gnar,Heimerdinger,Pyke,Rammus,Ashe,Morgana,Sett,Shen,Yone,team1
26037,Akali,Diana,Karthus,Rakan,Xayah,Caitlyn,Illaoi,Karma,Maokai,Yasuo,team1
26038,Kha'Zix,Lucian,Thresh,Yasuo,Yone,Ezreal,Lee Sin,Pantheon,Taric,Zoe,team1
26039,Evelynn,Jhin,Lux,Nasus,Yone,Ahri,Miss Fortune,Rakan,Rengar,Veigar,team1
26040,Malphite,Miss Fortune,Neeko,Pyke,Tryndamere,Ezreal,Garen,Jax,Ryze,Shen,team1
26041,Annie,Fiora,Kayn,Lulu,Sett,Alistar,Ashe,Camille,Lee Sin,Lucian,team1
26042,Hecarim,Lulu,Sett,Urgot,Ziggs,Amumu,Miss Fortune,Morgana,Renekton,Zed,team1
26043,Blitzcrank,Jinx,Kayn,Orianna,Yorick,Illaoi,Katarina,Kog'Maw,Rammus,Teemo,team1
26044,Azir,Galio,Janna,Kayle,Shaco,Caitlyn,Dr. Mundo,Ivern,Lux,Malzahar,team1
26045,Blitzcrank,Cassiopeia,Fiddlesticks,Kayle,Tristana,Ahri,Galio,LeBlanc,Nidalee,Senna,team2
26046,Jhin,Mordekaiser,Rek'Sai,Vladimir,Yuumi,Akali,Kayle,Lulu,Miss Fortune,Warwick,team2
26047,Galio,Lulu,Nasus,Sett,Xin Zhao,Akali,Caitlyn,Hecarim,Katarina,Zyra,team1
26048,Lulu,Mordekaiser,Sett,Teemo,Warwick,Diana,Jhin,Karma,Kindred,Orianna,team1
26049,Ashe,Sett,Veigar,Vi,Yone,Ezreal,Gangplank,Kha'Zix,Vel'Koz,Yone,team1
26050,Kha'Zix,Nautilus,Riven,Vayne,Yasuo,Gnar,Graves,Syndra,Thresh,Vayne,team2
26051,Darius,Ezreal,Kindred,Lucian,Vel'Koz,Ekko,Miss Fortune,Skarner,Teemo,Tryndamere,team1
26052,Aurelion Sol,Garen,Sett,Swain,Teemo,Ezreal,Fiddlesticks,Jinx,Lillia,Master Yi,team1
26053,Irelia,Morgana,Xin Zhao,Yasuo,Zoe,Blitzcrank,Jhin,Ryze,Yasuo,Zac,team1
26054,Aphelios,Ekko,Illaoi,Senna,Volibear,Aphelios,Blitzcrank,Jax,Lux,Shen,team1
26055,Graves,Kennen,Lux,Twitch,Warwick,Alistar,Ezreal,Galio,Nasus,Ryze,team1
26056,Ashe,Darius,Jinx,Lux,Mordekaiser,Alistar,Ezreal,Galio,Nasus,Ryze,team1
26057,Aatrox,Nunu & Willump,Thresh,Twitch,Yasuo,Malzahar,Miss Fortune,Riven,Vi,Yuumi,team2
26058,Jhin,Lux,Master Yi,Rumble,Zed,Ekko,Evelynn,Lulu,Miss Fortune,Riven,team2
26059,Draven,Irelia,Senna,Sylas,Twitch,Lucian,Maokai,Pyke,Taliyah,Vladimir,team2
26060,Darius,Diana,Lucian,Nami,Sett,Jinx,Pyke,Riven,Ryze,Vladimir,team1
26061,Aphelios,Riven,Vel'Koz,Vi,Vladimir,Brand,Fizz,Jarvan IV,Jhin,Malphite,team1
26062,Jhin,Riven,Volibear,Yasuo,Yuumi,Ahri,Ekko,Fiora,Lux,Sivir,team1
26063,Fizz,Senna,Sett,Shen,Vayne,Ezreal,Kayn,Riven,Swain,Syndra,team1
26064,Darius,Graves,Nautilus,Vayne,Zoe,Ashe,Kayn,Lulu,Riven,Twisted Fate,team1
26065,Akali,Aphelios,Ekko,Jax,Lulu,Jarvan IV,Jinx,Neeko,Riven,Yasuo,team2
26066,Cho'Gath,Ezreal,Lulu,Vladimir,Yone,Katarina,Nasus,Sejuani,Thresh,Varus,team2
26067,Brand,Garen,Master Yi,Miss Fortune,Nautilus,Jayce,Lillia,Senna,Tristana,Tryndamere,team1
26068,Caitlyn,Shen,Swain,Vi,Yone,Azir,Camille,Draven,Nunu & Willump,Soraka,team2
26069,Caitlyn,Camille,Gnar,Hecarim,Morgana,Rammus,Renekton,Senna,Tahm Kench,Zed,team2
26070,Lee Sin,Soraka,Urgot,Vayne,Yone,Camille,Lillia,Lucian,Lux,Morgana,team2
26071,Jhin,Lee Sin,Pyke,Yasuo,Yone,Annie,Heimerdinger,Tryndamere,Veigar,Zoe,team2
26072,Ahri,Blitzcrank,Garen,Miss Fortune,Shyvana,LeBlanc,Lee Sin,Yasuo,Yone,Yuumi,team1
26073,Dr. Mundo,Leona,Lux,Quinn,Shaco,Annie,Caitlyn,Morgana,Swain,Warwick,team1
26074,Camille,Ezreal,Kha'Zix,Morgana,Shen,Gangplank,Jhin,Kayn,Lulu,Viktor,team2
26075,Aatrox,Lux,Nunu & Willump,Yasuo,Zac,Jax,Lucian,Mordekaiser,Orianna,Thresh,team2
26076,Bard,Fizz,Garen,Jax,Lucian,Kai'Sa,Leona,Nunu & Willump,Urgot,Zoe,team2
26077,Graves,Katarina,Kog'Maw,Lulu,Wukong,Blitzcrank,Caitlyn,Garen,Poppy,Vladimir,team1
26078,Blitzcrank,Draven,Leona,Orianna,Teemo,Lee Sin,Thresh,Varus,Yone,Zed,team2
26079,Ekko,Irelia,Jinx,Shen,Thresh,Graves,Jhin,Morgana,Sylas,Yone,team2
26080,Amumu,Gnar,Miss Fortune,Pantheon,Soraka,Caitlyn,Illaoi,Jax,Yasuo,Yone,team1
26081,Jinx,Lux,Mordekaiser,Nunu & Willump,Sett,Fiddlesticks,Jhin,Soraka,Yasuo,Zoe,team1
26082,Kassadin,Lulu,Vayne,Xin Zhao,Yasuo,Darius,Ekko,Irelia,Thresh,Vayne,team1
26083,Lillia,Lulu,Renekton,Varus,Zed,Alistar,Ekko,Vayne,Yasuo,Yone,team1
26084,Ashe,Fiddlesticks,Pyke,Yasuo,Yone,Ekko,Jinx,Quinn,Vladimir,Yuumi,team2
26085,Kai'Sa,LeBlanc,Pantheon,Rek'Sai,Sett,Jayce,Kai'Sa,Kayn,Pyke,Yone,team1
26086,Hecarim,Kai'Sa,Leona,Riven,Yasuo,Elise,Hecarim,Pyke,Vayne,Yone,team2
26087,Kog'Maw,Lee Sin,Lulu,Mordekaiser,Yasuo,Kha'Zix,Malzahar,Nami,Nasus,Vayne,team2
26088,Anivia,Fiora,Gragas,Lulu,Tristana,Lee Sin,Mordekaiser,Renekton,Sona,Vayne,team1
26089,Anivia,Caitlyn,Darius,Kha'Zix,Rakan,Amumu,Ezreal,Sett,Soraka,Yone,team2
26090,Ezreal,Master Yi,Ornn,Swain,Zed,Caitlyn,LeBlanc,Leona,Riven,Sett,team2
26091,Fizz,Kennen,Leona,Nocturne,Vayne,Amumu,Lux,Morgana,Quinn,Vladimir,team1
26092,Azir,Kai'Sa,Lillia,Nautilus,Vi,Jax,Lux,Rakan,Sion,Xayah,team1
26093,Azir,Blitzcrank,Kai'Sa,Shen,Vi,Cassiopeia,Evelynn,Jhin,Lux,Yone,team1
26094,Akali,Blitzcrank,Kai'Sa,Nocturne,Vladimir,Darius,Karma,Vi,Xayah,Yone,team2
26095,Alistar,Ashe,Katarina,Urgot,Vi,Garen,Malphite,Senna,Vayne,Vel'Koz,team1
26096,Fiddlesticks,Jhin,Orianna,Senna,Vladimir,Caitlyn,Cho'Gath,Nocturne,Rek'Sai,Zyra,team2
26097,Ezreal,Jayce,Orianna,Pyke,Volibear,Morgana,Viktor,Warwick,Yasuo,Yorick,team2
26098,Brand,Kayn,Senna,Sett,Viktor,Darius,Fiddlesticks,Miss Fortune,Nunu & Willump,Udyr,team2
26099,Ahri,Ashe,Bard,Ornn,Xin Zhao,Morgana,Tristana,Vel'Koz,Yasuo,Zac,team1
26100,Akali,Lucian,Senna,Shaco,Yasuo,Illaoi,Jinx,Lux,Rammus,Sona,team1
26101,Annie,Ekko,Janna,Jhin,Master Yi,Blitzcrank,Udyr,Yasuo,Yone,Zed,team1
26102,Jhin,Pantheon,Skarner,Urgot,Yasuo,Garen,Lucian,Sett,Xin Zhao,Zyra,team2
26103,Leona,Neeko,Olaf,Veigar,Yasuo,Jinx,Kayn,Taric,Warwick,Zed,team2
26104,Ashe,Ekko,Leona,Lux,Vladimir,Caitlyn,Irelia,Neeko,Rammus,Thresh,team2
26105,Kai'Sa,Lissandra,Olaf,Pyke,Wukong,Ahri,Ashe,Bard,Quinn,Skarner,team1
26106,Ezreal,Karma,Olaf,Urgot,Yone,Jhin,Kayn,Lulu,Maokai,Neeko,team2
26107,Ashe,Jarvan IV,Leona,Nasus,Yasuo,Lucian,Olaf,Ryze,Senna,Volibear,team2
26108,Bard,Illaoi,Lux,Tahm Kench,Vayne,Ashe,Kha'Zix,Neeko,Twisted Fate,Yasuo,team2
26109,Gangplank,Jax,Katarina,Lux,Morgana,Ashe,Garen,Lillia,Malphite,Zilean,team2
26110,Caitlyn,Malphite,Master Yi,Mordekaiser,Yasuo,Galio,Jax,Jhin,Nocturne,Sylas,team2
26111,Heimerdinger,Kayn,Lee Sin,Mordekaiser,Yasuo,Galio,Miss Fortune,Ryze,Taric,Wukong,team1
26112,Brand,Ezreal,Jinx,Kalista,Senna,Cho'Gath,Nasus,Sivir,Veigar,Zilean,team1
26113,Jinx,Lux,Trundle,Veigar,Xin Zhao,Aatrox,Neeko,Nunu & Willump,Senna,Vi,team1
26114,Cho'Gath,Darius,Ezreal,Yasuo,Zyra,Azir,Caitlyn,Graves,Lillia,Senna,team2
26115,Akali,Jarvan IV,Kog'Maw,Morgana,Ziggs,Caitlyn,Kayle,Lee Sin,Orianna,Quinn,team2
26116,Ezreal,Heimerdinger,Jayce,Lulu,Udyr,Ezreal,Kayle,Pyke,Ryze,Vi,team1
26117,Akali,Jax,Jhin,Sett,Swain,Camille,Kassadin,Nami,Vayne,Volibear,team1
26118,Ahri,Ezreal,Garen,LeBlanc,Pyke,Amumu,Cho'Gath,Graves,Lux,Vladimir,team1
26119,Alistar,Caitlyn,Fizz,Jax,Mordekaiser,Amumu,Ashe,Diana,Garen,Sona,team1
26120,Ashe,Brand,Ekko,Irelia,Viktor,Kassadin,Kayle,Master Yi,Nautilus,Varus,team2
26121,Caitlyn,Gnar,Teemo,Udyr,Yasuo,Ashe,Diana,Hecarim,Leona,Nasus,team2
26122,Kayn,Lux,Mordekaiser,Syndra,Vayne,Caitlyn,Hecarim,Lillia,Lulu,Yasuo,team2
26123,Cassiopeia,Ezreal,Garen,Lillia,Soraka,Bard,Jhin,Swain,Veigar,Warwick,team1
26124,Diana,Kayle,Sett,Vayne,Warwick,Ahri,Ashe,Cho'Gath,Riven,Soraka,team1
26125,Ashe,Cho'Gath,Lux,Rengar,Senna,Gragas,Sett,Shaco,Sylas,Yasuo,team2
26126,Amumu,Blitzcrank,Diana,Kog'Maw,Shen,Kai'Sa,Lux,Miss Fortune,Nocturne,Shaco,team1
26127,Aatrox,Blitzcrank,Braum,Tristana,Vayne,Ashe,Katarina,Kayn,Sett,Volibear,team2
26128,Pyke,Quinn,Sett,Tryndamere,Zed,Irelia,Miss Fortune,Nocturne,Senna,Yone,team1
26129,Garen,Miss Fortune,Pyke,Vi,Yasuo,Jhin,Pantheon,Ryze,Sylas,Yone,team1
26130,Kalista,Master Yi,Pantheon,Senna,Varus,Kayn,Miss Fortune,Morgana,Teemo,Yone,team2
26131,Ashe,Katarina,Kayn,Pyke,Skarner,Irelia,Nunu & Willump,Pyke,Twitch,Zed,team2
26132,Aphelios,Fiddlesticks,Jhin,Pyke,Vel'Koz,Aphelios,Brand,Rammus,Talon,Yasuo,team2
26133,Ahri,Cho'Gath,Jhin,Pyke,Warwick,Jhin,Master Yi,Miss Fortune,Teemo,Yone,team1
26134,Kai'Sa,Kayn,Morgana,Sett,Zoe,Caitlyn,Fiddlesticks,Katarina,Nautilus,Poppy,team2
26135,Ashe,Darius,Evelynn,Janna,Kassadin,Brand,Hecarim,Jhin,Kayle,Yone,team2
26136,Kai'Sa,Lillia,Lulu,Teemo,Yone,Ashe,Blitzcrank,Illaoi,Jayce,Udyr,team2
26137,Lucian,Nocturne,Pyke,Vel'Koz,Yasuo,Akali,Brand,Veigar,Wukong,Yasuo,team1
26138,Garen,Irelia,Neeko,Nocturne,Soraka,Alistar,Annie,Master Yi,Miss Fortune,Riven,team2
26139,Galio,Kai'Sa,Kindred,Lulu,Nasus,Irelia,Sejuani,Senna,Sona,Teemo,team1
26140,Akali,Hecarim,Heimerdinger,Lucian,Thresh,Ekko,Kai'Sa,Lillia,Maokai,Yone,team1
26141,Darius,Senna,Volibear,Yone,Zoe,Caitlyn,Jax,Lucian,Thresh,Yone,team2
26142,Morgana,Nocturne,Xayah,Zed,Zoe,Jhin,Maokai,Yone,Yuumi,Zyra,team2
26143,Kha'Zix,Miss Fortune,Senna,Yasuo,Zyra,Fiora,Kai'Sa,Leona,Shaco,Veigar,team2
26144,Kayn,Malzahar,Mordekaiser,Twitch,Vel'Koz,Draven,Fiora,Leona,Udyr,Viktor,team2
26145,Kai'Sa,Swain,Thresh,Udyr,Yorick,Brand,Lux,Nasus,Tristana,Zac,team1
26146,Akali,Darius,Ezreal,Lux,Yone,Galio,Kha'Zix,Twitch,Xerath,Yone,team2
26147,Malphite,Sion,Tristana,Volibear,Yasuo,Caitlyn,Garen,Graves,LeBlanc,Nautilus,team1
26148,Ahri,Jax,Lillia,Nautilus,Tristana,Ashe,Braum,Fiddlesticks,Katarina,Shen,team2
26149,Jhin,Nautilus,Orianna,Rammus,Sett,Jinx,Lux,Mordekaiser,Thresh,Volibear,team2
26150,Camille,Ekko,Kassadin,Lux,Twitch,Brand,Janna,Jax,Lucian,Teemo,team2
26151,Akali,Gnar,Lux,Tristana,Volibear,Ezreal,Talon,Thresh,Twisted Fate,Vayne,team2
26152,Hecarim,Kalista,Kassadin,Thresh,Varus,Akali,Ezreal,Malphite,Malzahar,Master Yi,team1
26153,Hecarim,Jhin,Malphite,Malzahar,Sett,Ashe,Fiora,Kha'Zix,Nautilus,Swain,team2
26154,Akali,Blitzcrank,Hecarim,Kai'Sa,Olaf,Miss Fortune,Teemo,Thresh,Xin Zhao,Zed,team2
26155,Caitlyn,Ekko,Lux,Master Yi,Volibear,Fizz,Jhin,Pantheon,Poppy,Shyvana,team1
26156,Master Yi,Morgana,Quinn,Twitch,Yasuo,Ahri,Ekko,Miss Fortune,Nasus,Pyke,team2
26157,Akali,Ashe,Fiddlesticks,Lux,Yone,Diana,Miss Fortune,Rakan,Sett,Zed,team1
26158,Kai'Sa,Lux,Sett,Xin Zhao,Yone,Akali,Ashe,Bard,Nasus,Volibear,team1
26159,Fizz,Garen,Jhin,Trundle,Zilean,Ekko,Malphite,Talon,Xayah,Yone,team2
26160,Braum,Dr. Mundo,Ekko,Jhin,Zed,Akali,Kai'Sa,Malzahar,Nautilus,Warwick,team2
26161,Janna,Kayle,Orianna,Thresh,Vayne,Alistar,Ekko,Jhin,Yasuo,Yone,team2
26162,Galio,Jhin,Shen,Thresh,Urgot,Ashe,Blitzcrank,Garen,Vi,Yone,team2
26163,Caitlyn,Kindred,Nasus,Swain,Zoe,Garen,Jinx,Master Yi,Veigar,Zed,team2
26164,Aatrox,Elise,Fizz,Janna,Yone,Azir,Kayle,Lux,Miss Fortune,Xin Zhao,team1
26165,Jinx,Kha'Zix,Poppy,Senna,Xerath,Aurelion Sol,Kayn,Lucian,Morgana,Nasus,team2
26166,Caitlyn,Irelia,Kha'Zix,Lissandra,Swain,Ahri,Ashe,Morgana,Xin Zhao,Yone,team2
26167,Aphelios,Kayn,Renekton,Sona,Vel'Koz,Darius,Malzahar,Miss Fortune,Neeko,Nocturne,team2
26168,Ahri,Ashe,Fiora,Nunu & Willump,Pantheon,Galio,Jhin,Kayle,Neeko,Shaco,team2
26169,Jinx,Sett,Xin Zhao,Ziggs,Zoe,Alistar,Kai'Sa,Nocturne,Talon,Urgot,team2
26170,Akali,Fiora,Galio,Miss Fortune,Shaco,Heimerdinger,Senna,Sion,Tristana,Volibear,team2
26171,Anivia,Aphelios,Nautilus,Poppy,Warwick,Ezreal,Kayn,Lux,Twisted Fate,Yasuo,team1
26172,Ahri,Blitzcrank,Caitlyn,Nunu & Willump,Sett,Akali,Kindred,Nasus,Thresh,Tristana,team1
26173,Ahri,Lucian,Morgana,Renekton,Warwick,Hecarim,Lux,Sett,Tristana,Veigar,team1
26174,Akali,Cho'Gath,Pyke,Rek'Sai,Tristana,Hecarim,Lux,Mordekaiser,Teemo,Yasuo,team1
26175,Ezreal,Lux,Sett,Vayne,Volibear,Aphelios,Illaoi,Nocturne,Veigar,Yasuo,team1
26176,Miss Fortune,Nasus,Neeko,Nunu & Willump,Sylas,Aurelion Sol,Ezreal,Janna,Kayle,Rek'Sai,team2
26177,Galio,Miss Fortune,Renekton,Shaco,Vel'Koz,Blitzcrank,Jax,Malzahar,Tryndamere,Vayne,team2
26178,Mordekaiser,Neeko,Thresh,Tristana,Zed,Ashe,Galio,Rammus,Renekton,Yone,team2
26179,Aphelios,Bard,Garen,LeBlanc,Olaf,Ashe,Blitzcrank,Cho'Gath,Sett,Warwick,team2
26180,Ahri,Ashe,Gangplank,Lee Sin,Lux,Ezreal,Morgana,Shen,Vayne,Volibear,team2
26181,Ezreal,Kindred,Lux,Yasuo,Yone,Diana,Jhin,Master Yi,Poppy,Riven,team2
26182,Kalista,Kha'Zix,Mordekaiser,Thresh,Tryndamere,Kalista,Lulu,Master Yi,Yasuo,Yone,team2
26183,Jax,Kalista,Sylas,Thresh,Zed,Ashe,Lux,Master Yi,Quinn,Yasuo,team2
26184,Alistar,Hecarim,Miss Fortune,Mordekaiser,Yasuo,Kalista,Kled,Leona,Lillia,Poppy,team2
26185,Ashe,Irelia,Master Yi,Morgana,Nami,Heimerdinger,Kalista,Pantheon,Shyvana,Veigar,team1
26186,Cho'Gath,Jarvan IV,Jayce,Jhin,Leona,Kindred,Nautilus,Sett,Zed,Ziggs,team2
26187,Aatrox,Ekko,Lucian,Soraka,Viktor,Illaoi,Jhin,Pantheon,Shyvana,Yone,team2
26188,Kha'Zix,Lulu,Singed,Twitch,Viktor,Kai'Sa,Kayn,Orianna,Senna,Yasuo,team1
26189,Aatrox,Draven,Maokai,Master Yi,Orianna,Karma,Kayn,Miss Fortune,Qiyana,Singed,team1
26190,Aatrox,Galio,Master Yi,Senna,Vayne,Hecarim,Jax,Jhin,Nami,Viktor,team1
26191,Brand,Illaoi,Kai'Sa,Lissandra,Nunu & Willump,Dr. Mundo,Ekko,Ezreal,Thresh,Volibear,team1
26192,Hecarim,Kassadin,Lulu,Twitch,Wukong,Camille,Karma,Lissandra,Vayne,Zac,team1
26193,Caitlyn,Gnar,Katarina,Kayn,Sett,Cassiopeia,Jarvan IV,Poppy,Thresh,Xayah,team1
26194,Camille,Jhin,Karma,Lux,Rek'Sai,Gnar,Pyke,Swain,Yone,Zac,team2
26195,Ekko,Ezreal,Morgana,Olaf,Yasuo,Kayle,Lucian,Nami,Shaco,Sylas,team2
26196,Ezreal,Kha'Zix,Poppy,Thresh,Zed,Blitzcrank,Camille,Diana,Ekko,Jinx,team2
26197,Ahri,Ashe,Darius,Pyke,Sett,Ekko,Gnar,Hecarim,Thresh,Yasuo,team1
26198,Akali,Blitzcrank,Ekko,Twitch,Yone,Ivern,Jayce,Lux,Orianna,Senna,team2
26199,Hecarim,Lulu,Swain,Twitch,Yone,Jhin,Lux,Riven,Twitch,Zed,team1
26200,Akali,Fiddlesticks,Renekton,Senna,Thresh,Caitlyn,Ekko,Pyke,Shen,Talon,team1
26201,Caitlyn,Lillia,Nautilus,Rumble,Talon,Akali,Ekko,Senna,Sett,Sivir,team1
26202,Ekko,Gnar,Graves,Miss Fortune,Senna,Akali,Cho'Gath,Ivern,Lulu,Twitch,team2
26203,Caitlyn,Gnar,Katarina,Kayn,Sett,Cassiopeia,Jarvan IV,Poppy,Thresh,Xayah,team1
26204,Ashe,Darius,Ezreal,Qiyana,Zed,Brand,Ezreal,Jayce,Rammus,Sion,team2
26205,Aphelios,Azir,Galio,Lillia,Pyke,Lillia,Lucian,Pyke,Rammus,Yasuo,team1
26206,Gangplank,Olaf,Pyke,Yasuo,Yone,Jayce,Lee Sin,Pyke,Yone,Ziggs,team1
26207,Fiora,Jax,Jayce,Senna,Vayne,Akali,Ashe,Lee Sin,Lucian,Morgana,team2
26208,Jayce,Kai'Sa,Ornn,Rengar,Shen,Akali,Caitlyn,Master Yi,Morgana,Nidalee,team2
26209,Alistar,Kalista,Kindred,Lux,Tryndamere,Blitzcrank,Kai'Sa,Kayn,Shen,Xerath,team2
26210,Ahri,Ashe,Fiddlesticks,Hecarim,Ornn,Blitzcrank,Caitlyn,Diana,Shen,Shyvana,team1
26211,Jax,Jayce,Jhin,Talon,Thresh,Gangplank,Gragas,Lee Sin,Tahm Kench,Yone,team1
26212,Ezreal,Hecarim,Rumble,Shen,Thresh,Fizz,Jinx,Lee Sin,Senna,Urgot,team1
26213,Bard,Evelynn,Katarina,Pyke,Renekton,Gangplank,Lucian,Nautilus,Nunu & Willump,Talon,team1
26214,Aatrox,Kayn,Syndra,Twitch,Yuumi,Ezreal,Fiddlesticks,Karma,Mordekaiser,Vayne,team1
26215,Ahri,Jhin,Rengar,Shen,Thresh,Fizz,Lulu,Sejuani,Tristana,Urgot,team2
26216,Fizz,Gnar,Jhin,Nunu & Willump,Soraka,Ashe,Blitzcrank,Fiddlesticks,Fiora,Yasuo,team1
26217,Aatrox,Caitlyn,Hecarim,Kassadin,Thresh,Fizz,Kayn,Shen,Sivir,Yuumi,team2
26218,Fizz,Graves,Rumble,Senna,Sivir,Kai'Sa,Leona,Morgana,Shen,Wukong,team1
26219,Fiddlesticks,Lucian,Lulu,Renekton,Zed,Aphelios,Diana,Fiora,Senna,Volibear,team1
26220,Ashe,Blitzcrank,Darius,Hecarim,Zoe,Fizz,Irelia,Jhin,Lillia,Nautilus,team1
26221,Caitlyn,Fizz,Leona,Rumble,Volibear,Jax,Jhin,Orianna,Sett,Yuumi,team1
26222,Ashe,Hecarim,Pyke,Shen,Yasuo,Diana,Illaoi,Kai'Sa,Kayn,Morgana,team2
26223,Ashe,Cassiopeia,Dr. Mundo,Olaf,Veigar,Blitzcrank,Cho'Gath,Fiddlesticks,Fizz,Sivir,team2
26224,Draven,LeBlanc,Master Yi,Nautilus,Urgot,Akali,Ashe,Garen,Senna,Vi,team2
26225,Akali,Irelia,LeBlanc,Olaf,Renekton,Jax,Lucian,Mordekaiser,Thresh,Zed,team2
26226,Lee Sin,Lulu,Nasus,Sivir,Yasuo,LeBlanc,Leona,Mordekaiser,Pantheon,Volibear,team2
26227,Ekko,Kai'Sa,Malphite,Thresh,Tryndamere,Ashe,LeBlanc,Mordekaiser,Pantheon,Volibear,team2
26228,Irelia,Lillia,Morgana,Olaf,Vayne,Gangplank,Jinx,LeBlanc,Shaco,Soraka,team2
26229,Akali,Aphelios,Hecarim,Vel'Koz,Yasuo,Illaoi,Kai'Sa,Lee Sin,Rakan,Syndra,team1
26230,Caitlyn,Kayn,Lux,Ornn,Soraka,Katarina,Mordekaiser,Nidalee,Thresh,Vayne,team2
26231,Kai'Sa,Kayn,Sett,Xerath,Zoe,Lucian,Malzahar,Nasus,Senna,Vi,team2
26232,Fizz,Kindred,Sett,Shyvana,Zed,Evelynn,Heimerdinger,Jax,Jinx,Ryze,team1
26233,Jinx,Master Yi,Miss Fortune,Orianna,Xin Zhao,Kled,Lee Sin,Orianna,Pyke,Riven,team2
26234,Aphelios,Evelynn,Garen,Morgana,Orianna,Jinx,Nami,Poppy,Xin Zhao,Yasuo,team2
26235,Kai'Sa,Master Yi,Soraka,Talon,Volibear,Ezreal,Master Yi,Sion,Soraka,Yasuo,team1
26236,Fiora,Lulu,Nocturne,Vayne,Yasuo,Katarina,Lee Sin,Sett,Teemo,Vayne,team1
26237,Ashe,Katarina,Lillia,Master Yi,Nautilus,Fiddlesticks,Jinx,Lux,Pyke,Vayne,team1
26238,Ekko,Kai'Sa,Lissandra,Morgana,Rumble,Bard,Ekko,Ivern,Jhin,Nasus,team1
26239,Illaoi,Nocturne,Senna,Xerath,Ziggs,Caitlyn,Elise,Gangplank,Rumble,Soraka,team2
26240,Akali,Bard,Jax,Jhin,Zac,Gangplank,Janna,Rumble,Varus,Volibear,team1
26241,Kayn,Lux,Morgana,Shen,Xayah,Gnar,Jinx,Kindred,Nami,Swain,team1
26242,Aatrox,Nocturne,Senna,Sona,Sylas,Ezreal,Galio,Gangplank,Kha'Zix,Nami,team2
26243,Ekko,Ezreal,Malphite,Taric,Urgot,Cassiopeia,Lee Sin,Quinn,Senna,Ziggs,team1
26244,Janna,Jax,Senna,Urgot,Zed,Ekko,Ezreal,Lulu,Veigar,Yasuo,team2
26245,Caitlyn,Galio,Gnar,Pyke,Rengar,Darius,Jhin,Morgana,Vladimir,Warwick,team1
26246,Aatrox,Fiddlesticks,Nami,Senna,Zed,Ahri,Garen,Miss Fortune,Swain,Trundle,team1
26247,Caitlyn,Jarvan IV,Lux,Nautilus,Shen,Amumu,Ekko,Kai'Sa,Renekton,Xerath,team2
26248,Fiddlesticks,Irelia,Sett,Twitch,Zed,Ahri,Anivia,Ashe,Kha'Zix,Kled,team1
26249,Kindred,Sona,Teemo,Yone,Yuumi,Akali,Anivia,Caitlyn,Kai'Sa,Nunu & Willump,team2
26250,Gragas,Jinx,Kled,Lux,Neeko,Braum,Ezreal,Sett,Teemo,Yasuo,team1
26251,Kai'Sa,Lee Sin,Ornn,Thresh,Yasuo,Ekko,Gangplank,Irelia,Kalista,Senna,team2
26252,Akali,Gangplank,Olaf,Senna,Tristana,Darius,Jhin,Morgana,Sejuani,Veigar,team1
26253,LeBlanc,Sivir,Warwick,Wukong,Yuumi,Caitlyn,Jarvan IV,Mordekaiser,Thresh,Zed,team1
26254,Corki,Gnar,Rakan,Skarner,Xayah,Katarina,Mordekaiser,Nami,Sejuani,Vayne,team2
26255,Illaoi,Karma,Katarina,Miss Fortune,Zac,Ahri,Bard,Ekko,Fiora,Kai'Sa,team2
26256,Caitlyn,Garen,Katarina,Kayn,Nami,Azir,Jax,Sett,Sivir,Yorick,team1
26257,Jhin,Lux,Master Yi,Nami,Volibear,Ekko,Katarina,Miss Fortune,Nautilus,Ornn,team2
